Employee_ID,Month,Department,Experience_Years,Base_Salary_INR,Attendance_Percent,Working_Days,Leave_Days,OT_Hours,Bonus_INR,Deductions_INR,Previous_Payroll_INR,Payroll_Cost_INR,Absenteeism_Risk,Anomaly
1114,Feb,Operations,4,46492,90,20,2,39,3509,1975,61279,58337,Low,1
1115,Apr,IT,5,20405,95,21,2,19,2397,470,58337,27445,Low,0
1116,Sep,Operations,15,22212,92,24,2,1,5535,1439,27445,26541,Low,0
1117,Jan,Finance,2,39423,91,21,2,31,7005,991,26541,52966,Low,0
1118,Aug,Sales,5,37823,100,22,0,18,6834,2222,52966,47685,Low,0
1119,Apr,Finance,0,31457,91,22,2,35,630,2340,47685,39101,Low,0
1120,May,Operations,13,35868,96,23,1,4,433,1465,39101,35184,Low,0
1121,Nov,HR,1,34297,88,26,4,14,6576,2745,35184,40952,Medium,0
1122,Jun,Sales,10,27062,99,24,1,12,854,404,40952,30447,Low,0
1123,May,Sales,3,49358,94,26,2,15,2980,1131,30447,54264,Low,0
1124,Dec,IT,7,20255,100,21,0,24,3483,1271,54264,28913,Low,0
1125,Jun,IT,11,47334,97,22,1,13,71,2280,28913,48901,Low,0
1126,Dec,IT,2,34128,82,21,4,23,4099,1936,48901,41269,High,1
1127,Apr,IT,6,20016,90,24,3,32,6052,2123,41269,31467,Low,0
1128,Mar,Finance,4,49042,91,25,3,12,4485,1912,31467,55103,Low,0
1129,Nov,IT,5,46427,90,20,2,20,3943,819,55103,54346,Low,0
1130,Aug,IT,1,19722,81,23,5,20,5968,316,54346,30758,High,1
1131,Mar,Finance,12,29972,82,24,5,13,5164,1801,30758,36905,High,1
1132,Aug,IT,8,39425,96,25,1,30,1155,843,36905,46736,Low,0
1133,Sep,IT,2,44171,92,23,2,2,483,1670,46736,42965,Low,0
1134,Dec,Sales,4,46007,88,24,3,26,889,1896,42965,51591,Medium,0
1135,Dec,Operations,10,31185,96,26,2,17,501,2103,51591,33422,Low,0
1136,Dec,HR,11,24336,91,20,2,22,5542,1492,33422,33457,Low,0
1137,May,Operations,6,28402,97,24,1,7,2301,2742,33457,29918,Low,0
1138,Jul,Finance,9,25330,94,24,2,35,2900,2943,29918,34498,Low,0
1139,Nov,Operations,13,20814,89,20,3,30,1201,1430,34498,27661,Medium,0
1140,Oct,HR,10,25661,87,26,4,15,6835,749,27661,35645,Medium,0
1141,Mar,IT,8,20747,82,25,5,31,3511,2489,35645,30286,High,1
1142,Nov,IT,14,42242,82,26,5,23,3896,1529,30286,49798,High,1
1143,Nov,Sales,2,31094,82,26,5,23,2547,1523,49798,38118,High,1
1144,May,Sales,6,46278,84,20,4,32,1947,1534,38118,54824,High,0
1145,Mar,Operations,0,46057,84,21,4,23,7158,1174,54824,58252,High,0
1146,May,IT,10,32297,84,23,4,37,1193,2734,58252,40328,High,1
1147,Aug,Finance,6,21993,88,26,4,27,4707,2384,40328,31837,Medium,0
1148,May,IT,8,19365,82,21,4,9,4545,1333,31837,24143,High,1
1149,Feb,HR,15,48604,96,26,2,13,3084,759,24143,54428,Low,0
1150,May,HR,1,25607,86,25,4,8,262,2092,54428,25145,Medium,0
1151,Dec,IT,15,29750,83,24,5,30,2621,1602,25145,38910,High,0
1152,Sep,Sales,13,40677,96,24,1,2,3164,2905,38910,41823,Low,0
1153,Jun,Sales,9,48798,85,26,4,24,7619,2470,41823,59257,Medium,0
1154,Sep,HR,1,22397,85,24,4,32,140,1592,59257,28189,Medium,0
1155,Mar,HR,3,36368,93,24,2,11,107,1677,28189,37749,Low,0
1156,Jan,HR,15,20713,86,20,3,25,6498,307,37749,33554,Medium,0
1157,Oct,Operations,7,19395,94,21,2,24,5651,1972,33554,29538,Low,0
1158,Feb,Operations,9,33358,81,23,5,23,7323,2049,29538,44783,High,1
1159,Sep,IT,7,26569,95,20,1,7,7781,599,44783,35393,Low,0
1160,Sep,Sales,15,45517,99,26,1,37,3723,1618,35393,56669,Low,1
1161,Jul,IT,6,19042,80,21,5,29,4958,398,56669,31137,High,1
1162,Mar,Sales,1,46905,98,21,1,5,1097,1532,31137,48463,Low,0
1163,Nov,Operations,0,36122,91,25,3,32,906,2210,48463,42871,Low,0
1164,Aug,HR,13,24027,83,26,5,28,7607,2568,42871,36824,High,0
1165,Feb,IT,15,29581,91,20,2,39,756,2158,36824,38233,Low,1
1166,Dec,IT,5,29879,94,26,2,12,3931,592,38233,36379,Low,0
1167,Mar,HR,10,38011,96,25,1,15,3676,1699,36379,43556,Low,0
1168,Aug,Operations,0,31750,92,21,2,30,3564,2892,43556,40085,Low,0
1169,Jun,Operations,0,25009,91,22,2,34,2366,679,40085,34819,Low,0
1170,Feb,Sales,6,29667,84,26,5,5,4237,588,34819,33851,High,0
1171,Nov,Finance,10,23712,89,21,3,28,4576,955,33851,34756,Medium,0
1172,Feb,Sales,0,39229,99,20,1,35,3648,1267,34756,50686,Low,0
1173,Dec,IT,5,47801,99,24,1,11,3374,759,50686,52540,Low,0
1174,Dec,HR,2,35358,93,20,2,18,3828,2092,52540,41940,Low,0
1175,Dec,Sales,8,20242,99,26,1,24,2162,1942,41940,25815,Low,0
1176,Sep,HR,5,33650,85,20,3,20,5973,2959,25815,42163,Medium,0
1177,Jun,IT,1,44409,84,21,4,4,286,2853,42163,43602,High,0
1178,Jan,HR,6,42646,88,20,3,7,1741,1464,43602,44515,Medium,0
1179,Feb,IT,15,22255,91,23,3,7,4037,2093,44515,25297,Low,0
1180,Mar,Operations,2,47320,87,24,4,33,1287,696,25297,55805,Medium,0
1181,Jun,Sales,7,41623,86,22,4,39,198,1328,55805,49581,Medium,1
1182,Jun,IT,11,20865,91,26,3,18,4159,1442,49581,28576,Low,0
1183,Apr,Operations,8,22592,87,22,3,1,1223,2587,28576,21794,Medium,0
1184,May,Sales,10,18211,95,24,2,30,4573,298,21794,30230,Low,0
1185,Mar,Finance,8,33995,86,21,3,14,3819,2535,30230,38723,Medium,0
1186,Dec,Sales,8,26736,97,26,1,0,7952,2991,38723,32189,Low,0
1187,Feb,IT,15,33404,89,24,3,35,5100,1826,32189,44776,Medium,0
1188,Mar,Operations,4,27973,88,25,3,7,7046,1634,44776,34378,Medium,0
1189,Feb,Finance,7,19024,97,25,1,12,3814,1615,34378,24086,Low,0
1190,Oct,HR,12,38247,95,24,2,32,4410,883,24086,49508,Low,0
1191,Aug,HR,10,40852,88,25,3,4,4178,2614,49508,43789,Medium,0
1192,Mar,IT,0,48049,94,22,2,27,1685,1433,43789,55208,Low,0
1193,Jan,Sales,9,26355,94,26,2,9,268,1221,55208,28073,Low,0
1194,Jul,HR,8,34879,93,22,2,33,3689,2723,28073,44410,Low,0
1195,Jun,Sales,3,20864,80,25,5,16,3386,433,44410,27176,High,1
1196,Apr,IT,6,42693,90,26,3,33,7390,310,27176,58710,Low,0
1197,Jan,Sales,7,40631,90,21,3,8,7078,1331,58710,49093,Low,0
1198,Aug,IT,5,22413,82,21,4,30,655,59,49093,30849,High,1
1199,Jan,Sales,14,39861,84,22,4,8,2816,1292,30849,44125,High,0
1200,Sep,IT,1,38221,97,23,1,32,7994,2467,44125,51479,Low,0
1201,May,Finance,13,45957,90,25,3,7,1491,2813,51479,47065,Low,0
1202,Oct,IT,3,27448,99,22,1,22,5512,256,47065,37621,Low,0
1203,Aug,Finance,12,28687,94,21,2,34,6649,2409,37621,42029,Low,0
1204,Aug,Finance,9,27005,85,25,4,7,4418,114,42029,32751,Medium,0
1205,Mar,Finance,0,47628,97,22,1,18,2487,2047,32751,51904,Low,0
1206,Apr,HR,0,37681,88,26,4,30,4623,2792,51904,47773,Medium,0
1207,Mar,Sales,10,48251,82,21,4,7,5725,422,47773,55723,High,1
1208,Jan,IT,15,45641,87,25,4,39,2456,451,55723,57417,Medium,1
1209,Feb,Operations,1,21962,91,21,2,8,7497,2879,57417,27875,Low,0
1210,Oct,Sales,13,39178,84,26,5,18,5508,1984,27875,46876,High,0
1211,Jul,Operations,6,30664,100,25,0,39,1411,249,46876,41464,Low,1
1212,Oct,IT,6,37350,99,23,1,35,4367,1085,41464,49150,Low,0
1213,Apr,IT,6,32999,80,23,5,33,5438,2946,49150,43248,High,1
1214,Apr,IT,1,33074,96,25,1,29,7218,28,43248,47770,Low,0
1215,Jan,Sales,13,21918,88,23,3,20,2345,1450,47770,27453,Medium,0
1216,Aug,Finance,14,26028,89,22,3,34,5734,2050,27453,38060,Medium,0
1217,Mar,Finance,12,35117,83,26,5,20,5688,591,38060,45384,High,0
1218,Oct,Operations,14,29477,91,23,3,26,7325,1601,45384,41930,Low,0
1219,Jun,HR,11,22587,80,20,4,12,2593,1393,41930,26350,High,1
1220,Nov,Operations,15,22319,100,25,0,26,1847,1011,26350,29506,Low,0
1221,Nov,Sales,10,27060,80,26,6,13,6177,2934,29506,34297,High,1
1222,May,Finance,7,40819,92,21,2,0,7918,2675,34297,45303,Low,0
1223,Sep,HR,1,20659,89,26,3,27,5188,593,45303,32470,Medium,0
1224,Oct,Sales,7,42483,85,21,4,15,1976,303,32470,47186,Medium,0
1225,Sep,Sales,6,24171,85,20,3,5,2340,626,47186,26472,Medium,0
1226,Mar,HR,2,30493,99,26,1,19,807,6,26472,36358,Low,0
1227,May,Finance,1,19238,83,24,5,8,4153,814,36358,24548,High,0
1228,May,HR,3,23074,84,25,4,2,4845,1910,24548,27203,High,0
1229,May,HR,0,24464,88,20,3,30,5243,1482,27203,36347,Medium,0
1230,Aug,Sales,5,45473,98,22,1,33,1058,2666,36347,52169,Low,0
1231,Nov,IT,14,43193,95,20,1,12,4483,2032,52169,48691,Low,0
1232,Apr,Finance,12,18963,87,26,4,19,6536,882,48691,29957,Medium,0
1233,Aug,HR,4,20811,96,21,1,6,6398,1586,29957,27249,Low,0
1234,Mar,IT,15,39402,82,22,4,7,248,2336,27249,38638,High,1
1235,Jul,Finance,4,42759,97,24,1,37,6167,2444,38638,55206,Low,1
1236,Mar,IT,4,24215,82,22,4,38,2086,1994,55206,34580,High,1
1237,May,Operations,2,27777,81,20,4,40,2596,2187,34580,37537,High,1
1238,May,Operations,2,46421,82,24,5,37,6515,478,37537,62209,High,1
1239,Sep,Finance,6,44383,84,21,4,14,7154,1715,62209,52814,High,0
1240,Dec,Finance,5,49233,92,23,2,0,647,1714,52814,47490,Low,0
1241,Jan,Sales,4,48582,85,20,3,19,4704,2154,47490,55745,Medium,0
1242,Sep,HR,0,35039,83,21,4,12,3315,167,55745,40575,High,0
1243,Oct,Operations,11,44119,81,24,5,11,642,305,40575,47613,High,1
1244,Sep,IT,0,43481,92,20,2,15,4420,2111,47613,49473,Low,0
1245,May,Sales,14,26407,93,22,2,33,4525,1550,49473,36946,Low,0
1246,Oct,Operations,2,45067,93,21,2,6,3269,2072,36946,48142,Low,0
1247,May,Operations,0,30492,81,25,5,12,1997,2527,48142,32635,High,1
1248,Jan,IT,6,49523,85,22,4,22,7611,486,32635,61390,Medium,0
1249,Feb,Sales,11,49097,99,26,1,4,7707,2478,61390,55443,Low,0
1250,Jan,Sales,6,43586,100,25,0,20,6361,1308,55443,53144,Low,0
1251,Jan,Sales,0,35141,92,24,2,33,5630,1712,53144,46875,Low,0
1252,Oct,Finance,6,26292,85,26,4,21,7870,2755,46875,36758,Medium,0
1253,Jul,Operations,3,25679,82,24,5,17,6403,711,36758,35799,High,1
1254,Jun,IT,15,36450,94,23,2,15,40,2310,35799,37768,Low,0
1255,Apr,Sales,12,38863,90,22,3,26,6025,2221,37768,48669,Low,0
1256,Sep,Finance,13,49370,96,21,1,33,6877,2308,48669,62123,Low,0
1257,Apr,Operations,10,42971,93,24,2,21,5693,149,62123,54089,Low,0
1258,Apr,HR,14,39797,81,20,4,11,7593,1557,54089,49246,High,1
1259,Mar,Operations,11,19966,99,22,1,14,4841,890,49246,27097,Low,0
1260,Nov,Finance,0,35862,98,20,1,31,6216,1725,27097,47984,Low,0
1261,Jan,Finance,13,35148,95,22,2,12,7199,1393,47984,44570,Low,0
1262,Mar,HR,10,34119,91,23,3,7,3428,920,44570,37603,Low,0
1263,Nov,Operations,3,32856,100,24,0,25,4556,2031,37603,40978,Low,0
1264,Feb,Finance,5,38153,81,23,5,12,2237,1954,40978,41387,High,1
1265,Mar,HR,8,43591,90,22,3,38,7611,1347,41387,58593,Low,1
1266,Apr,Sales,9,40245,90,20,2,12,5520,2342,58593,47195,Low,0
1267,Apr,Sales,15,31805,86,21,3,7,3633,995,47195,36252,Medium,0
1268,Dec,IT,4,21080,89,21,3,4,5915,1934,36252,25311,Medium,0
1269,Mar,Operations,6,40801,88,21,3,19,5146,1910,25311,49205,Medium,0
1270,Sep,HR,1,28311,80,20,4,31,869,571,49205,36824,High,1
1271,Dec,HR,13,18791,81,25,5,16,7857,799,36824,30236,High,1
1272,Oct,Operations,10,29323,83,22,4,21,521,2201,30236,33544,High,0
1273,Jan,IT,7,42439,81,24,5,22,1821,621,33544,48500,High,1
1274,Oct,Finance,14,33376,83,20,4,35,921,1085,48500,42084,High,0
1275,May,Finance,11,38259,97,23,1,16,3696,2910,42084,43129,Low,0
1276,Apr,Finance,10,43512,81,23,5,19,6289,2913,43129,52207,High,1
1277,Apr,HR,0,23704,88,26,4,9,2701,1885,52207,26098,Medium,0
1278,Dec,Finance,4,34043,84,23,4,17,5334,1547,26098,42625,High,0
1279,Sep,HR,9,21331,81,26,5,40,4575,2939,42625,33590,High,1
1280,Feb,Operations,14,18566,84,21,4,1,2047,2271,33590,18347,High,0
1281,Sep,HR,7,49735,96,23,1,0,3991,148,18347,53773,Low,0
1282,Oct,Sales,12,39488,97,24,1,21,4410,946,53773,48715,Low,0
1283,Mar,Operations,3,23044,83,22,4,17,7543,1701,48715,33763,High,0
1284,Dec,Operations,1,35162,87,26,4,40,474,1314,33763,44626,Medium,1
1285,Dec,IT,1,41526,90,24,3,38,5781,1300,44626,55488,Low,1
1286,May,Sales,11,23355,96,25,1,30,3126,1105,55488,33616,Low,0
1287,May,Operations,12,38219,100,23,0,9,2810,943,33616,42566,Low,0
1288,Feb,HR,13,48809,80,22,5,24,5215,2340,42566,57069,High,1
1289,May,HR,14,28395,80,20,4,15,5636,1381,57069,36930,High,1
1290,Mar,HR,7,33894,84,22,4,36,2641,2818,36930,42570,High,1
1291,Sep,HR,8,38406,82,23,5,30,4404,1271,42570,49028,High,1
1292,Jun,Sales,7,34098,100,24,0,0,4063,673,49028,37601,Low,0
1293,Oct,Operations,15,30202,83,21,4,29,5670,874,37601,42732,High,0
1294,Jun,Sales,9,26862,92,24,2,18,3888,1202,42732,33392,Low,0
1295,Oct,Sales,11,37308,85,23,4,8,2994,921,33392,41355,Medium,0
1296,Mar,IT,14,45525,89,24,3,33,7254,292,41355,61325,Medium,0
1297,Jan,Sales,3,32285,89,23,3,8,1162,1768,61325,33353,Medium,0
1298,Jun,Operations,2,31779,100,21,0,30,5001,620,33353,42902,Low,0
1299,May,HR,5,22967,81,26,5,4,6062,2533,42902,27300,High,1
1300,Jan,Sales,9,44038,90,22,3,0,2395,383,27300,46685,Low,0
1301,Oct,Finance,11,37246,90,21,3,25,2990,905,46685,45188,Low,0
1302,Dec,Operations,14,33417,89,26,3,9,6878,1921,45188,40276,Medium,0
1303,Feb,Operations,8,31830,91,26,3,23,5773,579,40276,43466,Low,0
1304,Sep,Operations,5,18229,90,24,3,19,2910,1,43466,25406,Low,0
1305,Jan,Finance,14,48539,89,20,3,23,6478,35,25406,61310,Medium,0
1306,Nov,Finance,15,44283,82,21,4,36,6235,2820,61310,56876,High,1
1307,Sep,HR,13,34200,90,23,3,36,3969,2782,56876,45094,Low,1
1308,Dec,Operations,10,37151,86,23,4,24,47,2847,45094,41074,Medium,0
1309,Feb,Operations,11,46148,93,24,2,36,276,2233,41074,52972,Low,1
1310,Sep,Sales,6,29848,92,25,2,2,6168,1837,52972,34741,Low,0
1311,Oct,Sales,6,46007,97,21,1,13,4973,2045,34741,52331,Low,0
1312,Sep,Finance,15,44368,94,23,2,31,5135,973,52331,56953,Low,0
1313,Mar,HR,1,30488,99,24,1,36,5326,1338,56953,43291,Low,1
1314,Oct,HR,11,45430,95,24,2,6,2295,941,43291,47493,Low,0
1315,May,Sales,2,39172,87,26,4,24,3993,1597,47493,47567,Medium,0
1316,Aug,HR,11,44433,93,22,2,23,7550,1401,47567,55846,Low,0
1317,Jul,HR,1,23986,82,26,5,35,4163,2630,55846,34606,High,1
1318,May,HR,12,47598,95,26,2,14,6258,1026,34606,55784,Low,0
1319,Sep,IT,14,41986,100,25,0,11,30,1463,55784,43944,Low,0
1320,Oct,Finance,5,19574,97,20,1,20,5904,1075,43944,29835,Low,0
1321,Dec,Finance,6,42559,100,23,0,12,259,2398,29835,42776,Low,0
1322,Sep,IT,13,40461,97,25,1,27,71,2159,42776,45182,Low,0
1323,Oct,IT,13,29545,87,23,3,38,1438,39,45182,40920,Medium,1
1324,Mar,Operations,4,33736,86,22,4,12,2058,436,40920,37634,Medium,0
1325,Feb,Finance,8,28387,96,26,2,11,3705,1183,37634,32989,Low,0
1326,Jun,Sales,10,29593,97,21,1,18,358,1738,32989,33100,Low,0
1327,Aug,Sales,4,45713,81,22,5,21,536,1123,33100,49895,High,1
1328,Dec,Sales,5,31188,93,25,2,3,7636,359,49895,39135,Low,0
1329,Jan,Operations,10,34740,96,25,1,31,3257,1232,39135,44546,Low,0
1330,Oct,IT,11,29291,90,23,3,25,7384,860,44546,41434,Low,0
1331,Jun,HR,15,25229,89,20,3,37,4883,997,41434,37801,Medium,1
1332,Oct,Operations,6,25845,100,25,0,14,3959,944,37801,32707,Low,0
1333,May,Finance,8,30907,94,25,2,12,5962,1885,32707,38464,Low,0
1334,Aug,Sales,12,35292,86,26,4,19,4294,1996,38464,42726,Medium,0
1335,Jan,HR,12,44243,95,25,2,16,4063,1027,42726,51061,Low,0
1336,Oct,Sales,7,34170,91,20,2,35,7195,299,51061,49256,Low,0
1337,Oct,Sales,15,42628,94,23,2,6,7148,2501,49256,48633,Low,0
1338,Apr,IT,2,32759,83,26,5,16,3668,2067,48633,37666,High,0
1339,Sep,IT,0,25539,86,23,4,10,739,509,37666,28608,Medium,0
1340,Oct,Sales,6,38405,98,20,1,4,2729,670,28608,42069,Low,0
1341,Nov,Operations,7,42780,80,20,4,8,7014,714,42069,51386,High,1
1342,Jun,Operations,10,33222,96,20,1,33,6186,1038,51386,46568,Low,0
1343,Feb,Sales,0,22945,92,21,2,29,6610,670,46568,35571,Low,0
1344,Dec,IT,10,38413,82,20,4,8,5324,2773,35571,43153,High,1
1345,Mar,IT,3,47395,90,26,3,27,271,2096,43153,52522,Low,0
1346,Mar,Operations,1,26363,83,20,4,16,1672,2104,52522,29418,High,0
1347,Mar,Finance,6,29548,87,25,4,5,3554,2121,29418,31646,Medium,0
1348,Dec,Finance,9,27533,84,23,4,32,2212,2441,31646,34601,High,0
1349,Nov,Finance,2,40527,84,24,4,3,2325,1490,34601,42889,High,0
1350,Jul,Sales,10,36285,89,20,3,24,4549,2831,42889,43441,Medium,0
1351,Dec,Operations,0,45717,92,26,3,11,1586,389,43441,49679,Low,0
1352,Feb,Finance,3,28311,92,23,2,13,6329,1754,49679,35378,Low,0
1353,Mar,Operations,11,47226,99,22,1,2,191,2722,35378,45009,Low,0
1354,Nov,Sales,4,38495,88,21,3,33,7750,2874,45009,52185,Medium,0
1355,Feb,Finance,5,46254,100,20,0,19,7369,2539,52185,55605,Low,0
1356,Jul,Operations,14,48804,81,22,5,30,4662,1222,55605,59358,High,1
1357,Dec,IT,1,48217,87,20,3,27,957,616,59358,55825,Medium,0
1358,Jun,HR,12,18419,92,26,3,4,3658,2070,55825,21304,Low,0
1359,Feb,IT,2,36508,81,25,5,7,5879,2699,21304,41377,High,1
1360,Apr,Operations,3,23415,84,25,4,18,3876,2803,41377,29285,High,0
1361,Jul,Sales,11,31403,84,22,4,4,1364,2689,29285,31212,High,0
1362,Mar,IT,15,35827,83,22,4,2,1745,1787,31212,36977,High,0
1363,Feb,HR,6,24517,100,24,0,35,3200,2521,36977,34703,Low,0
1364,Mar,IT,15,30987,99,25,1,15,6635,1368,34703,40001,Low,0
1365,Jan,IT,15,35211,96,23,1,0,7620,435,40001,42864,Low,0
1366,Aug,Finance,12,32796,95,20,1,27,665,1627,42864,39339,Low,0
1367,Jun,HR,10,22654,82,22,4,20,2847,2134,39339,29108,High,1
1368,Sep,IT,6,45779,90,25,3,36,6500,177,29108,61510,Low,1
1369,Mar,Operations,4,30836,81,24,5,3,6217,1129,61510,36706,High,1
1370,Mar,IT,9,21881,80,22,5,4,3021,1711,36706,24902,High,1
1371,Jun,Finance,3,23923,94,26,2,16,1429,594,24902,28672,Low,0
1372,Oct,Sales,11,40647,98,23,1,7,4332,392,28672,46762,Low,0
1373,Jul,Finance,13,42752,98,25,1,29,3406,622,46762,53548,Low,0
1374,Dec,IT,5,42437,99,20,1,15,6010,2824,53548,48880,Low,0
1375,May,Finance,2,49876,100,26,0,23,2123,1876,48880,55748,Low,0
1376,Oct,Finance,13,22298,85,21,4,27,4266,594,55748,32269,Medium,0
1377,Mar,Finance,0,19557,98,26,1,39,3979,1620,32269,32179,Low,1
1378,Nov,IT,2,33516,90,20,2,10,4538,1468,32179,38563,Low,0
1379,Feb,IT,4,30371,91,25,3,31,7139,334,38563,45284,Low,0
1380,Apr,Operations,11,33966,92,22,2,21,7915,2144,45284,45288,Low,0
1381,May,Sales,8,47201,99,25,1,6,4858,41,45288,53551,Low,0
1382,Nov,Operations,12,49548,94,23,2,6,5847,2356,53551,53917,Low,0
1383,Jan,Finance,9,24336,84,26,5,4,3316,329,53917,27983,High,0
1384,Jan,HR,13,25070,99,20,1,9,93,2354,27983,24847,Low,0
1385,Apr,Finance,14,31218,85,23,4,37,5804,741,24847,45314,Medium,1
1386,Nov,Finance,14,34506,87,26,4,27,2155,2899,45314,40745,Medium,0
1387,Mar,Sales,5,29435,98,20,1,14,6955,1587,40745,38463,Low,0
1388,Sep,Sales,11,21912,85,25,4,9,536,1088,38463,23289,Medium,0
1389,Feb,IT,6,31417,100,21,0,20,6591,246,23289,42607,Low,0
1390,Apr,Sales,11,30760,94,22,2,36,5653,2977,42607,42799,Low,1
1391,Apr,Finance,5,31081,90,25,3,29,4156,1856,42799,40055,Low,0
1392,Nov,Finance,15,40721,82,22,4,31,1530,1722,40055,48030,High,1
1393,Sep,Operations,15,47911,93,23,2,4,2810,720,48030,50726,Low,0
1394,Nov,Operations,15,32523,94,26,2,1,7707,929,50726,38800,Low,0
1395,Dec,Operations,14,28148,97,24,1,35,20,1255,38800,35684,Low,0
1396,Oct,IT,14,19765,81,26,5,9,1226,427,35684,23202,High,1
1397,May,IT,12,42460,94,26,2,18,3606,701,23202,49968,Low,0
1398,Nov,Sales,0,49885,93,20,2,14,83,1152,49968,51523,Low,0
1399,Jun,Operations,11,21314,83,24,5,5,5113,1054,51523,26931,High,0
1400,Jun,Sales,14,30313,83,23,4,17,565,857,26931,34203,High,0
1401,Apr,Finance,13,42678,92,25,2,40,840,165,34203,53880,Low,1
1402,Mar,Sales,6,31670,90,22,3,2,4342,1412,53880,35008,Low,0
1403,Nov,IT,13,30809,91,22,2,15,7574,2539,35008,40212,Low,0
1404,Aug,Finance,5,33288,96,22,1,33,7101,2990,40212,45601,Low,0
1405,Nov,HR,13,35770,94,22,2,23,4168,675,45601,45373,Low,0
1406,Jul,Finance,6,36055,82,26,5,14,6752,912,45373,45755,High,1
1407,Jul,IT,4,22585,82,26,5,40,5301,2655,45755,34523,High,1
1408,May,Operations,7,35274,90,22,3,32,6327,2780,34523,46270,Low,0
1409,Dec,Sales,12,28763,80,23,5,27,4903,2050,46270,38177,High,1
1410,Jan,Finance,6,45223,91,24,3,40,3817,1735,38177,56778,Low,1
1411,Jan,Operations,12,49968,88,23,3,38,5057,1450,56778,62882,Medium,1
1412,Oct,Operations,13,18074,83,21,4,0,3646,1953,62882,19926,High,0
1413,Nov,Operations,9,18981,83,25,5,0,3928,194,19926,22918,High,0
1414,Jun,Operations,1,36786,96,21,1,19,5236,975,22918,45880,Low,0
1415,Feb,Finance,3,32268,89,21,3,13,6819,124,45880,42795,Medium,0
1416,May,Finance,15,44667,85,26,4,1,5462,2402,42795,47287,Medium,0
1417,Aug,IT,13,21508,82,24,5,4,2882,1337,47287,24268,High,1
1418,Aug,IT,5,47648,82,26,5,29,5355,122,24268,59352,High,1
1419,Mar,Operations,13,43109,94,21,2,32,3781,2798,59352,52386,Low,0
1420,Jul,Finance,4,18556,85,21,4,38,347,2147,52386,26049,Medium,1
1421,Dec,Sales,1,42509,90,26,3,11,7042,2950,26049,49663,Low,0
1422,Jul,HR,3,40880,87,23,3,28,952,1912,49663,46339,Medium,0
1423,Dec,HR,11,28885,87,21,3,16,1014,2418,46339,31579,Medium,0
1424,Apr,HR,14,21622,86,25,4,4,1100,904,31579,22114,Medium,0
1425,Feb,IT,2,22587,88,24,3,27,7637,244,22114,36719,Medium,0
1426,Nov,IT,7,27528,98,20,1,29,5763,2726,36719,38554,Low,0
1427,Nov,IT,3,32913,91,23,3,2,1145,2940,38554,31435,Low,0
1428,Sep,Operations,4,39214,95,21,2,31,6515,1586,31435,51680,Low,0
1429,May,Operations,6,24816,89,23,3,40,1916,1263,51680,36153,Medium,1
1430,May,IT,13,29740,95,21,2,20,6743,2822,36153,38622,Low,0
1431,May,HR,14,18843,94,24,2,35,6631,2161,38622,31765,Low,0
1432,Nov,Finance,12,25837,82,23,5,26,6154,1421,31765,36917,High,1
1433,Mar,IT,14,47361,100,20,0,38,3536,1091,36917,58975,Low,1
1434,Mar,IT,13,34959,94,26,2,8,2432,1837,58975,36972,Low,0
1435,May,IT,1,39246,90,21,3,40,2928,1726,36972,50331,Low,1
1436,Dec,IT,12,41812,98,24,1,24,1578,605,50331,48631,Low,0
1437,Jun,Operations,10,41185,80,23,5,29,4298,1966,48631,50374,High,1
1438,Dec,Sales,2,36164,84,24,4,34,333,2996,50374,42117,High,0
1439,Sep,Operations,10,46151,86,23,4,26,2815,2169,42117,53385,Medium,0
1440,Jun,HR,14,38551,96,20,1,23,4207,1463,53385,47764,Low,0
1441,Sep,Operations,7,31773,94,26,2,36,5377,2288,47764,44132,Low,1
1442,Feb,IT,7,42962,87,22,3,18,2291,2439,44132,47598,Medium,0
1443,Jan,Sales,7,35156,99,21,1,19,2517,2271,47598,39727,Low,0
1444,Dec,IT,5,31470,82,21,4,14,6882,2598,39727,39168,High,1
1445,Jul,Sales,9,41825,91,25,3,37,1508,597,39168,52060,Low,1
1446,Oct,HR,9,25748,87,21,3,0,7961,2266,52060,31764,Medium,0
1447,Mar,IT,15,25031,87,25,4,13,5034,1550,31764,31177,Medium,0
1448,Dec,IT,6,41426,90,23,3,6,7591,942,31177,49845,Low,0
1449,Jun,Operations,6,35410,87,21,3,31,3621,591,49845,45978,Medium,0
1450,Apr,Sales,0,32123,99,21,1,26,5816,1653,45978,42515,Low,0
1451,Jul,Operations,15,24977,84,20,4,6,7080,1325,42515,32182,High,0
1452,May,Operations,11,31087,97,21,1,8,578,1686,32182,32596,Low,0
1453,May,Operations,7,24315,81,21,4,8,3277,2664,32596,27653,High,1
1454,Sep,IT,11,25425,80,21,5,34,4980,1844,27653,37115,High,1
1455,Jan,HR,5,24040,85,26,4,34,3579,1857,37115,33581,Medium,0
1456,Apr,IT,4,28491,94,22,2,1,4610,175,33581,33129,Low,0
1457,May,Operations,5,21924,93,23,2,9,252,631,33129,23703,Low,0
1458,Apr,HR,5,45671,97,23,1,8,253,761,23703,47828,Low,0
1459,Dec,IT,13,31823,93,22,2,6,1388,1075,47828,34143,Low,0
1460,Apr,Finance,8,47518,81,26,5,40,7541,2774,34143,61772,High,1
1461,Jul,HR,9,26760,87,24,4,1,4218,2185,61772,29734,Medium,0
